"","gene_id","gene_symbol"
"31858","ENSMUSG00000092231.1","Lgals1-ps1"
"31859","ENSMUSG00000092232.1","Gm20521"
"31860","ENSMUSG00000092233.1","Gm20403"
"31861","ENSMUSG00000092237.2","Vmn1r-ps27"
"31862","ENSMUSG00000092238.1","Gm6004"
"31863","ENSMUSG00000092239.1","1700031A10Rik"
"31864","ENSMUSG00000092240.1","Gm4246"
"31865","ENSMUSG00000092241.1","Gm20522"
"31866","ENSMUSG00000092242.1","Gm20515"
"31867","ENSMUSG00000092243.8","Gm7030"
"31868","ENSMUSG00000092244.3","Esp34"
"31869","ENSMUSG00000092245.1","Gm17973"
"31870","ENSMUSG00000092246.2","Gm20493"
"31871","ENSMUSG00000092247.2","Gm20426"
"31872","ENSMUSG00000092248.1","Vmn1r-ps63"
"31873","ENSMUSG00000092250.1","Gm20467"
"31874","ENSMUSG00000092251.3","Trav9n-1"
"31875","ENSMUSG00000092253.1","H2-Q3"
"31876","ENSMUSG00000092255.1","Gm20455"
"31877","ENSMUSG00000092256.1","Gm18359"
"31878","ENSMUSG00000092257.1","Gm2308"
"31879","ENSMUSG00000092258.2","Gm20444"
"31880","ENSMUSG00000092259.1","Vmn2r-ps68"
"31881","ENSMUSG00000092260.7","Zfp963"
"31882","ENSMUSG00000092261.1","Gm20519"
"31883","ENSMUSG00000092263.1","Vmn2r-ps79"
"31884","ENSMUSG00000092264.1","Gm3585"
"31885","ENSMUSG00000092265.2","Gm5682"
"31886","ENSMUSG00000092266.1","Gm20500"
"31887","ENSMUSG00000092268.1","Gm20540"
"31888","ENSMUSG00000092269.1","Gm9577"
"31889","ENSMUSG00000092270.1","Gm7031"
"31890","ENSMUSG00000092271.1","Vmn1r-ps46"
"31891","ENSMUSG00000092272.1","Gm19301"
"31892","ENSMUSG00000092274.3","Neat1"
"31893","ENSMUSG00000092275.1","Gm20465"
"31894","ENSMUSG00000092276.2","1700116B05Rik"
"31895","ENSMUSG00000092277.1","Gm19684"
"31896","ENSMUSG00000092278.1","Gm8752"
"31897","ENSMUSG00000092281.1","Hmgb1-ps7"
"31898","ENSMUSG00000092283.1","Gm20412"
"31899","ENSMUSG00000092284.1","Gm8801"
"31900","ENSMUSG00000092285.1","Vmn1r-ps56"
"31901","ENSMUSG00000092286.1","Dtnbos"
"31902","ENSMUSG00000092287.2","Vmn2r-ps77"
"31903","ENSMUSG00000092289.1","Gm6659"
"31904","ENSMUSG00000092290.1","Gm20452"
"31905","ENSMUSG00000092292.3","Olfr113"
"31906","ENSMUSG00000092293.1","Gm17919"
"31907","ENSMUSG00000092294.1","Gm18200"
"31908","ENSMUSG00000092295.1","Gm20543"
"31909","ENSMUSG00000092296.1","Gm20454"
"31910","ENSMUSG00000092297.1","Vmn1r258"
"31911","ENSMUSG00000092298.1","Gm8877"
"31912","ENSMUSG00000092300.7","Cdk3"
"31913","ENSMUSG00000092301.1","Gm6887"
"31914","ENSMUSG00000092303.1","Vmn1r-ps29"
"31915","ENSMUSG00000092304.2","Gm20530"
"31916","ENSMUSG00000092305.1","Prps1l1"
"31917","ENSMUSG00000092306.3","Gm20447"
"31918","ENSMUSG00000092307.1","Vmn2r-ps76"
"31919","ENSMUSG00000092308.3","Gm3623"
"31920","ENSMUSG00000092309.2","4930518C09Rik"
"31921","ENSMUSG00000092310.2","Gm20509"
"31922","ENSMUSG00000092311.1","Vmn1r-ps26"
"31923","ENSMUSG00000092312.1","Zfp419"
"31924","ENSMUSG00000092313.1","Gm20415"
"31925","ENSMUSG00000092314.1","Gm3563"
"31926","ENSMUSG00000092316.1","Gm6726"
"31927","ENSMUSG00000092317.1","Gm6633"
"31928","ENSMUSG00000092318.1","Vmn1r-ps60"
"31929","ENSMUSG00000092322.8","Esp36"
"31930","ENSMUSG00000092323.1","BB365896"
"31931","ENSMUSG00000092325.2","Gm18284"
"31932","ENSMUSG00000092326.1","Vmn1r-ps55"
"31933","ENSMUSG00000092328.1","Vmn2r-ps57"
"31934","ENSMUSG00000092329.1","Galnt2l"
"31935","ENSMUSG00000092330.2","Vmn2r-ps82"
"31936","ENSMUSG00000092331.1","Vmn1r-ps66"
"31937","ENSMUSG00000092332.1","Gm8868"
"31938","ENSMUSG00000092335.1","Zfp977"
"31939","ENSMUSG00000092336.1","Vmn1r-ps40"
"31940","ENSMUSG00000092338.1","Gm26940"
"31941","ENSMUSG00000092339.1","Gm4831"
"31942","ENSMUSG00000092340.3","Olfr754-ps1"
"31943","ENSMUSG00000092341.3","Malat1"
"31944","ENSMUSG00000092342.2","Esp31"
"31945","ENSMUSG00000092343.1","Gm20525"
"31946","ENSMUSG00000092344.1","Hspe1-ps3"
"31947","ENSMUSG00000092345.1","Gm20503"
"31948","ENSMUSG00000092346.1","Tlx1os"
"31949","ENSMUSG00000092349.1","Smim40"
"31950","ENSMUSG00000092350.1","Vmn1r-ps62"
"31951","ENSMUSG00000092351.1","Vmn1r-ps64"
"31952","ENSMUSG00000092353.1","Gm20539"
"31953","ENSMUSG00000092354.7","Gm20548"
"31954","ENSMUSG00000092356.2","Gm20532"
"31955","ENSMUSG00000092357.1","Vmn2r-ps83"
"31956","ENSMUSG00000092358.1","Gm20430"
"31957","ENSMUSG00000092359.1","Vmn1r-ps68"
"31958","ENSMUSG00000092360.1","Gm20441"
"31959","ENSMUSG00000092362.3","Gm20392"
"31960","ENSMUSG00000092363.1","Gm20391"
"31961","ENSMUSG00000092364.2","Gm20476"
"31962","ENSMUSG00000092365.2","BC023719"
"31963","ENSMUSG00000092366.2","Gm17782"
"31964","ENSMUSG00000092367.1","Gm20479"
"31965","ENSMUSG00000092368.1","A930015D03Rik"
"31966","ENSMUSG00000092369.1","1700039E22Rik"
"31967","ENSMUSG00000092370.1","Vmn2r-ps58"
"31968","ENSMUSG00000092371.1","Gm20511"
"31969","ENSMUSG00000092372.3","Olfr296-ps1"
"31970","ENSMUSG00000092373.1","Gm20535"
"31971","ENSMUSG00000092374.1","Gm6623"
"31972","ENSMUSG00000092375.1","A730060N03Rik"
"31973","ENSMUSG00000092376.1","Gm19203"
"31974","ENSMUSG00000092377.1","Gm20549"
"31975","ENSMUSG00000092381.1","Gm20512"
"31976","ENSMUSG00000092382.2","Vmn2r-ps59"
"31977","ENSMUSG00000092383.2","H2-Pb"
"31978","ENSMUSG00000092384.7","Gm4189"
"31979","ENSMUSG00000092385.1","Gm20401"
"31980","ENSMUSG00000092386.1","Gm20536"
"31981","ENSMUSG00000092387.1","Gm7648"
"31982","ENSMUSG00000092388.2","Olfr306-ps1"
"31983","ENSMUSG00000092389.2","Gm20483"
"31984","ENSMUSG00000092390.1","Gm20541"
"31985","ENSMUSG00000092392.1","Gm20546"
"31986","ENSMUSG00000092393.2","Gm20399"
"31987","ENSMUSG00000092394.1","Gm20445"
"31988","ENSMUSG00000092395.1","Gm20463"
"31989","ENSMUSG00000092396.2","Olfr758-ps1"
"31990","ENSMUSG00000092397.7","C130080G10Rik"
"31991","ENSMUSG00000092398.1","Vmn1r-ps59"
"31992","ENSMUSG00000092399.1","4930556N13Rik"
"31993","ENSMUSG00000092401.3","Olfr300-ps1"
"31994","ENSMUSG00000092402.1","Gm20485"
"31995","ENSMUSG00000092404.2","Gm9921"
"31996","ENSMUSG00000092405.1","Gm20402"
"31997","ENSMUSG00000092406.1","Gm20462"
"31998","ENSMUSG00000092408.1","Vhl-ps1"
"31999","ENSMUSG00000092409.1","Gm9613"
"32000","ENSMUSG00000092410.1","Gm18354"
"32001","ENSMUSG00000092411.1","Gm5594"
"32002","ENSMUSG00000092412.1","Gm20507"
"32003","ENSMUSG00000092413.6","Olfr115"
"32004","ENSMUSG00000092414.1","Gm20453"
"32005","ENSMUSG00000092415.2","Gm20513"
"32006","ENSMUSG00000092416.2","Zfp141"
"32007","ENSMUSG00000092417.3","Gpank1"
"32008","ENSMUSG00000092418.1","Gm20406"
"32009","ENSMUSG00000092419.1","Vmn2r-ps86"
"32010","ENSMUSG00000092422.1","Vmn2r-ps65"
"32011","ENSMUSG00000092425.1","Gm8018"
"32012","ENSMUSG00000092426.1","Gm18779"
"32013","ENSMUSG00000092427.1","Vmn1r-ps69"
"32014","ENSMUSG00000092428.1","Gm20545"
"32015","ENSMUSG00000092429.1","Gm18958"
"32016","ENSMUSG00000092431.1","Vmn2r-ps70"
"32017","ENSMUSG00000092433.1","Vmn2r-ps40"
"32018","ENSMUSG00000092435.1","Gm20526"
"32019","ENSMUSG00000092437.1","Rpl9-ps9"
"32020","ENSMUSG00000092438.1","Gm18734"
"32021","ENSMUSG00000092439.2","Vmn2r-ps37"
"32022","ENSMUSG00000092440.1","Vmn2r-ps78"
"32023","ENSMUSG00000092441.1","Vmn2r-ps46"
"32024","ENSMUSG00000092444.1","Gm18733"
"32025","ENSMUSG00000092447.1","Gm7696"
"32026","ENSMUSG00000092448.1","Gm20387"
"32027","ENSMUSG00000092450.1","Vmn1r-ps31"
"32028","ENSMUSG00000092451.3","Vmn2r-ps56"
"32029","ENSMUSG00000092452.1","Vmn2r-ps45"
"32030","ENSMUSG00000092454.1","Gm2991"
"32031","ENSMUSG00000092455.1","Gm20456"
"32032","ENSMUSG00000092456.2","V1rd19"
"32033","ENSMUSG00000092457.3","Gm8835"
"32034","ENSMUSG00000092458.1","Gm18737"
"32035","ENSMUSG00000092460.1","Gm8878"
"32036","ENSMUSG00000092461.1","Gm18833"
"32037","ENSMUSG00000092462.1","Vmn1r-ps83"
"32038","ENSMUSG00000092463.1","Gm20489"
"32039","ENSMUSG00000092464.1","Gm8902"
"32040","ENSMUSG00000092465.2","Gm20472"
"32041","ENSMUSG00000092466.1","Vmn1r-ps57"
"32042","ENSMUSG00000092467.1","Gm18360"
"32043","ENSMUSG00000092468.1","Gm18520"
"32044","ENSMUSG00000092469.1","Gm20395"
"32045","ENSMUSG00000092470.1","Gm20518"
"32046","ENSMUSG00000092471.1","Cyp21a2-ps"
"32047","ENSMUSG00000092472.1","Gm20473"
"32048","ENSMUSG00000092473.4","Vmn1r180"
"32049","ENSMUSG00000092474.1","Gm20478"
"32050","ENSMUSG00000092476.1","Vmn1r-ps65"
"32051","ENSMUSG00000092477.1","Gm18808"
"32052","ENSMUSG00000092480.1","Gm20495"
"32053","ENSMUSG00000092482.1","Gm20531"
"32054","ENSMUSG00000092483.1","Gm20421"
"32055","ENSMUSG00000092485.1","Rpl9-ps5"
"32056","ENSMUSG00000092487.1","Vmn1r-ps71"
"32057","ENSMUSG00000092488.1","Gm18159"
"32058","ENSMUSG00000092489.1","Vmn1r-ps53"
"32059","ENSMUSG00000092490.7","Gm20482"
"32060","ENSMUSG00000092492.1","B230208B08Rik"
"32061","ENSMUSG00000092493.1","Gm20451"
"32062","ENSMUSG00000092494.2","Gm20420"
"32063","ENSMUSG00000092495.1","Gm20405"
"32064","ENSMUSG00000092496.1","Vmn1r-ps84"
"32065","ENSMUSG00000092499.1","1700092C10Rik"
"32066","ENSMUSG00000092500.1","Gm20400"
"32067","ENSMUSG00000092502.1","Gm4252"
"32068","ENSMUSG00000092503.1","Gm20484"
"32069","ENSMUSG00000092504.1","Gm20396"
"32070","ENSMUSG00000092505.1","Gm19246"
"32071","ENSMUSG00000092506.1","Vmn1r-ps77"
"32072","ENSMUSG00000092508.1","H2-M10.5-ps1"
"32073","ENSMUSG00000092509.1","Gm20394"
"32074","ENSMUSG00000092510.1","Gm18343"
"32075","ENSMUSG00000092511.7","Gm20547"
"32076","ENSMUSG00000092512.2","Gm4152"
"32077","ENSMUSG00000092513.1","Gm20542"
"32078","ENSMUSG00000092514.1","Vmn1r-ps86"
"32079","ENSMUSG00000092515.8","C87198"
"32080","ENSMUSG00000092516.1","Gm20397"
"32081","ENSMUSG00000092517.1","Art2a"
"32082","ENSMUSG00000092518.9","Fam71e2"
"32083","ENSMUSG00000092519.2","Actl9"
"32084","ENSMUSG00000092520.1","Gm3611"
"32085","ENSMUSG00000092521.2","Gm4271"
"32086","ENSMUSG00000092522.1","Gm20389"
"32087","ENSMUSG00000092523.1","Gm18191"
"32088","ENSMUSG00000092524.3","Olfr756-ps1"
"32089","ENSMUSG00000092525.1","Gm20461"
"32090","ENSMUSG00000092526.1","Gm17907"
"32091","ENSMUSG00000092528.9","Nlrp1c-ps"
"32092","ENSMUSG00000092529.2","Vmn2r-ps80"
"32093","ENSMUSG00000092530.1","Vmn2r-ps64"
"32094","ENSMUSG00000092532.1","Vmn2r-ps84"
"32095","ENSMUSG00000092533.1","Vmn2r-ps72"
"32096","ENSMUSG00000092534.8","Pagr1b"
"32097","ENSMUSG00000092535.1","Vmn1r-ps61"
"32098","ENSMUSG00000092536.2","Gm20501"
"32099","ENSMUSG00000092538.1","Vmn2r-ps55"
"32100","ENSMUSG00000092539.2","Gm20468"
"32101","ENSMUSG00000092540.1","Gm8738"
"32102","ENSMUSG00000092541.7","Gm20537"
"32103","ENSMUSG00000092542.2","Olfr757-ps1"
"32104","ENSMUSG00000092543.1","Skiv2l-ps1"
"32105","ENSMUSG00000092544.8","Gm20422"
"32106","ENSMUSG00000092545.7","Gm20319"
"32107","ENSMUSG00000092547.1","Vmn1r-ps80"
"32108","ENSMUSG00000092548.1","Vmn2r-ps41"
"32109","ENSMUSG00000092549.1","Gm20491"
"32110","ENSMUSG00000092550.2","Gm20496"
"32111","ENSMUSG00000092551.3","Gm20287"
"32112","ENSMUSG00000092552.1","Gm4287"
"32113","ENSMUSG00000092553.1","Gm20428"
"32114","ENSMUSG00000092554.1","Gm18128"
"32115","ENSMUSG00000092555.1","Stk-ps1"
"32116","ENSMUSG00000092556.2","Olfr755-ps1"
"32117","ENSMUSG00000092557.1","Gm8696"
"32118","ENSMUSG00000092558.3","Med20"
"32119","ENSMUSG00000092559.1","Gm20475"
"32120","ENSMUSG00000092560.2","Gm8750"
"32121","ENSMUSG00000092561.1","Gm4011"
"32122","ENSMUSG00000092562.1","Gm20414"
"32123","ENSMUSG00000092563.1","Gm3617"
"32124","ENSMUSG00000092564.2","BC051226"
"32125","ENSMUSG00000092565.1","Gm20477"
"32126","ENSMUSG00000092566.1","Gm20409"
"32127","ENSMUSG00000092567.2","Vmn2r-ps73"
"32128","ENSMUSG00000092568.2","Olfr759-ps1"
"32129","ENSMUSG00000092569.1","Gm20544"
"32130","ENSMUSG00000092570.7","Plut"
"32131","ENSMUSG00000092571.1","Gm4134"
"32132","ENSMUSG00000092572.7","Serpinb10"
"32133","ENSMUSG00000092573.1","Vmn2r-ps43"
"32134","ENSMUSG00000092574.4","2810047C21Rik1"
"32135","ENSMUSG00000092575.2","Gm5583"
"32136","ENSMUSG00000092576.3","Obox4-ps35"
"32137","ENSMUSG00000092577.1","Gm7393"
"32138","ENSMUSG00000092578.1","4930488B22Rik"
"32139","ENSMUSG00000092579.2","Vmn1r62"
"32140","ENSMUSG00000092580.1","Vmn1r-ps45"
"32141","ENSMUSG00000092581.1","Gm3211"
"32142","ENSMUSG00000092583.1","Vmn2r-ps53"
"32143","ENSMUSG00000092584.1","Gm18199"
"32144","ENSMUSG00000092586.8","Ly6g6c"
"32145","ENSMUSG00000092587.1","Vmn2r-ps85"
"32146","ENSMUSG00000092588.1","Gm20534"
"32147","ENSMUSG00000092591.1","Gm20429"
"32148","ENSMUSG00000092592.1","Gm20449"
"32149","ENSMUSG00000092593.1","Gm20492"
"32150","ENSMUSG00000092595.2","Gm20427"
"32151","ENSMUSG00000092596.1","Gm20490"
"32152","ENSMUSG00000092597.2","Gm20486"
"32153","ENSMUSG00000092599.1","1700010K23Rik"
"32154","ENSMUSG00000092600.1","Gm20442"
"32155","ENSMUSG00000092601.2","Olfr760-ps1"
"32156","ENSMUSG00000092602.1","4931413I07Rik"
"32157","ENSMUSG00000092603.1","Gm20386"
"32158","ENSMUSG00000092604.1","Gm20508"
"32159","ENSMUSG00000092606.1","Gm20450"
"32160","ENSMUSG00000092607.9","Scnm1"
"32161","ENSMUSG00000092608.2","Vmn2r-ps81"
"32162","ENSMUSG00000092609.1","Gm20481"
"32163","ENSMUSG00000092610.1","Vmn1r-ps67"
"32164","ENSMUSG00000092611.2","Vmn2r-ps42"
"32165","ENSMUSG00000092612.2","Gm18604"
"32166","ENSMUSG00000092614.2","Vmn2r-ps47"
"32167","ENSMUSG00000092615.2","Olfr762-ps1"
"32168","ENSMUSG00000092616.1","Vmn1r-ps74"
"32169","ENSMUSG00000092617.1","Gm8412"
"32170","ENSMUSG00000092618.2","Btnl6"
"32171","ENSMUSG00000092619.1","Gm20438"
"32172","ENSMUSG00000092620.1","Gm18201"
"32173","ENSMUSG00000092621.1","Vmn2r-ps66"
"32174","ENSMUSG00000092622.8","Khdc3"
"32175","ENSMUSG00000092624.2","Gm3654"
"32176","ENSMUSG00000092625.2","Gm20404"
"32177","ENSMUSG00000092626.1","9130230N09Rik"
"32178","ENSMUSG00000092627.2","D130058E05Rik"
"32179","ENSMUSG00000092629.1","Vmn1r-ps85"
"32180","ENSMUSG00000092633.1","Mir3962"
"32181","ENSMUSG00000092636.1","Gm26381"
"32182","ENSMUSG00000092638.1","Mir5112"
"32183","ENSMUSG00000092639.1","Mir3964"
"32184","ENSMUSG00000092641.2","Gm23563"
"32185","ENSMUSG00000092643.1","Gm23562"
"32186","ENSMUSG00000092644.1","Gm23564"
"32187","ENSMUSG00000092647.1","Gm22234"
"32188","ENSMUSG00000092648.1","Gm23566"
"32189","ENSMUSG00000092650.1","Gm25241"
"32190","ENSMUSG00000092652.1","Mir3104"
"32191","ENSMUSG00000092653.2","Gm25243"
"32192","ENSMUSG00000092655.1","Gm25238"
"32193","ENSMUSG00000092656.1","Gm25239"
"32194","ENSMUSG00000092657.1","Gm25240"
"32195","ENSMUSG00000092659.1","Mir3100"
"32196","ENSMUSG00000092660.1","Gm22403"
"32197","ENSMUSG00000092661.1","Gm22402"
"32198","ENSMUSG00000092664.1","Gm22406"
"32199","ENSMUSG00000092666.1","Gm22408"
"32200","ENSMUSG00000092668.1","Gm22401"
"32201","ENSMUSG00000092671.1","Gm24103"
"32202","ENSMUSG00000092673.1","Mir3067"
"32203","ENSMUSG00000092674.2","Gm24105"
"32204","ENSMUSG00000092675.1","Gm25262"
"32205","ENSMUSG00000092677.1","Mir5106"
"32206","ENSMUSG00000092679.1","Mir5129"
"32207","ENSMUSG00000092680.1","Snord55"
"32208","ENSMUSG00000092683.1","Gm25747"
"32209","ENSMUSG00000092685.1","Gm26241"
"32210","ENSMUSG00000092686.1","Gm25745"
"32211","ENSMUSG00000092687.1","Gm25744"
"32212","ENSMUSG00000092693.1","Gm22923"
"32213","ENSMUSG00000092695.1","Mir3092"
"32214","ENSMUSG00000092696.1","Mir5133"
"32215","ENSMUSG00000092697.1","Gm22925"
"32216","ENSMUSG00000092698.1","Gm22926"
"32217","ENSMUSG00000092701.1","Gm24515"
"32218","ENSMUSG00000092702.2","Gm24514"
"32219","ENSMUSG00000092704.1","Gm24512"
"32220","ENSMUSG00000092705.1","Gm24513"
"32221","ENSMUSG00000092706.1","Gm24510"
"32222","ENSMUSG00000092710.1","Gm22857"
"32223","ENSMUSG00000092713.1","Gm22858"
"32224","ENSMUSG00000092714.1","Gm22854"
"32225","ENSMUSG00000092715.1","Gm22853"
"32226","ENSMUSG00000092718.1","Gm22860"
"32227","ENSMUSG00000092719.1","Gm22859"
"32228","ENSMUSG00000092720.1","Gm25675"
"32229","ENSMUSG00000092723.1","Gm24804"
"32230","ENSMUSG00000092724.1","Gm25677"
"32231","ENSMUSG00000092725.1","Gm25678"
"32232","ENSMUSG00000092727.1","Mir3062"
"32233","ENSMUSG00000092730.1","Snora24"
"32234","ENSMUSG00000092731.1","Gm24026"
"32235","ENSMUSG00000092732.1","Gm24025"
"32236","ENSMUSG00000092734.1","Mir5100"
"32237","ENSMUSG00000092737.2","Gm24022"
"32238","ENSMUSG00000092738.1","Mir5135"
"32239","ENSMUSG00000092741.2","Mir3074-1"
"32240","ENSMUSG00000092743.1","Gm22177"
"32241","ENSMUSG00000092745.1","Mir5122"
"32242","ENSMUSG00000092746.2","Rn7s6"
"32243","ENSMUSG00000092747.1","Gm22180"
"32244","ENSMUSG00000092748.1","Gm22175"
"32245","ENSMUSG00000092751.1","Mir3080"
"32246","ENSMUSG00000092752.1","Mir3473a"
"32247","ENSMUSG00000092753.1","Gm26400"
"32248","ENSMUSG00000092758.1","Gm25026"
"32249","ENSMUSG00000092759.1","Gm25025"
"32250","ENSMUSG00000092760.1","Gm23365"
"32251","ENSMUSG00000092761.1","Mir5120"
"32252","ENSMUSG00000092762.2","Gm27626"
"32253","ENSMUSG00000092763.1","Gm23366"
"32254","ENSMUSG00000092764.1","Gm23362"
"32255","ENSMUSG00000092765.3","Gm23363"
"32256","ENSMUSG00000092767.1","Gm23364"
"32257","ENSMUSG00000092770.1","Mirlet7a-2"
"32258","ENSMUSG00000092774.1","Gm26197"
"32259","ENSMUSG00000092776.1","Gm26195"
"32260","ENSMUSG00000092777.1","Gm26194"
"32261","ENSMUSG00000092781.1","Mir3057"
"32262","ENSMUSG00000092784.1","Mir3077"
"32263","ENSMUSG00000092787.1","Mir5116"
"32264","ENSMUSG00000092790.1","Gm22693"
"32265","ENSMUSG00000092792.1","Gm22694"
"32266","ENSMUSG00000092793.1","Mir466m"
"32267","ENSMUSG00000092794.1","Mir3110"
"32268","ENSMUSG00000092795.2","Gm22690"
"32269","ENSMUSG00000092796.1","Gm22692"
"32270","ENSMUSG00000092799.1","Gm25927"
"32271","ENSMUSG00000092802.1","Gm26460"
"32272","ENSMUSG00000092805.2","Gm26461"
"32273","ENSMUSG00000092806.2","Gm26463"
"32274","ENSMUSG00000092807.1","Mir199b"
"32275","ENSMUSG00000092811.1","Gm23636"
"32276","ENSMUSG00000092812.1","Gm23634"
"32277","ENSMUSG00000092813.1","Mir3086"
"32278","ENSMUSG00000092814.1","Gm23638"
"32279","ENSMUSG00000092815.1","Mir3099"
"32280","ENSMUSG00000092816.1","Gm23637"
"32281","ENSMUSG00000092818.2","Gm27361"
"32282","ENSMUSG00000092819.1","Gm23639"
"32283","ENSMUSG00000092821.1","Gm23163"
"32284","ENSMUSG00000092822.2","Gm23162"
"32285","ENSMUSG00000092825.1","Gm23164"
"32286","ENSMUSG00000092826.1","Gm24197"
"32287","ENSMUSG00000092827.1","Mir3091"
"32288","ENSMUSG00000092829.1","Gm23159"
"32289","ENSMUSG00000092830.1","Mir3963"
"32290","ENSMUSG00000092832.1","Mir3088"
"32291","ENSMUSG00000092833.1","Gm24823"
"32292","ENSMUSG00000092834.1","Gm24818"
"32293","ENSMUSG00000092835.1","Gm24819"
"32294","ENSMUSG00000092837.1","Rpph1"
"32295","ENSMUSG00000092838.1","Gm24824"
"32296","ENSMUSG00000092840.1","Gm24331"
"32297","ENSMUSG00000092841.1","Gm24330"
"32298","ENSMUSG00000092842.1","Gm24333"
"32299","ENSMUSG00000092843.1","Gm24332"
"32300","ENSMUSG00000092845.1","Gm24328"
"32301","ENSMUSG00000092847.1","Mir344d-1"
"32302","ENSMUSG00000092848.1","Gm23263"
"32303","ENSMUSG00000092849.1","Gm24327"
"32304","ENSMUSG00000092850.1","Mir344g"
"32305","ENSMUSG00000092851.1","Gm25960"
"32306","ENSMUSG00000092852.1","Mir5103"
"32307","ENSMUSG00000092853.1","Gm25959"
"32308","ENSMUSG00000092855.1","Gm25958"
"32309","ENSMUSG00000092856.2","Gm25956"
"32310","ENSMUSG00000092862.1","Mir3094"
"32311","ENSMUSG00000092866.1","Gm25476"
"32312","ENSMUSG00000092867.1","Mir3058"
"32313","ENSMUSG00000092868.1","Mir5113"
"32314","ENSMUSG00000092870.1","Mir3061"
"32315","ENSMUSG00000092871.1","Gm22646"
"32316","ENSMUSG00000092875.2","Gm22649"
"32317","ENSMUSG00000092876.1","Gm25641"
"32318","ENSMUSG00000092878.1","Gm25642"
"32319","ENSMUSG00000092879.1","Gm22650"
"32320","ENSMUSG00000092880.1","Mir3471-1"
"32321","ENSMUSG00000092885.1","Gm22123"
"32322","ENSMUSG00000092887.1","Snord53"
"32323","ENSMUSG00000092888.1","Gm22122"
"32324","ENSMUSG00000092889.1","Gm22121"
"32325","ENSMUSG00000092891.1","Gm23810"
"32326","ENSMUSG00000092894.1","Gm23813"
"32327","ENSMUSG00000092896.2","Gm23811"
"32328","ENSMUSG00000092897.1","Gm23812"
"32329","ENSMUSG00000092898.1","Gm23806"
"32330","ENSMUSG00000092901.1","Mir5130"
"32331","ENSMUSG00000092903.2","Gm27896"
"32332","ENSMUSG00000092905.2","Gm25735"
"32333","ENSMUSG00000092906.1","Gm25736"
"32334","ENSMUSG00000092907.1","Mir5132"
"32335","ENSMUSG00000092908.1","Gm25731"
"32336","ENSMUSG00000092909.1","Gm25732"
"32337","ENSMUSG00000092912.1","Gm24086"
"32338","ENSMUSG00000092913.1","Gm24085"
"32339","ENSMUSG00000092914.1","Gm24084"
"32340","ENSMUSG00000092915.1","Gm24083"
"32341","ENSMUSG00000092916.1","Gm24082"
"32342","ENSMUSG00000092917.1","Mir3472"
"32343","ENSMUSG00000092918.1","Gm24081"
"32344","ENSMUSG00000092919.2","Gm24080"
"32345","ENSMUSG00000092920.1","Mirt2"
"32346","ENSMUSG00000092921.1","Mir344b"
"32347","ENSMUSG00000092922.1","Mir5101"
"32348","ENSMUSG00000092923.1","Gm24561"
"32349","ENSMUSG00000092928.1","Gm24563"
"32350","ENSMUSG00000092931.2","Gm22904"
"32351","ENSMUSG00000092932.2","Gm22906"
"32352","ENSMUSG00000092934.1","Gm22903"
"32353","ENSMUSG00000092935.1","Gm22697"
"32354","ENSMUSG00000092939.1","Gm22907"
"32355","ENSMUSG00000092948.1","Gm23393"
"32356","ENSMUSG00000092949.1","Gm23394"
"32357","ENSMUSG00000092952.1","Mir3059"
"32358","ENSMUSG00000092953.1","Gm26217"
"32359","ENSMUSG00000092956.1","Gm26220"
"32360","ENSMUSG00000092957.1","Gm26219"
"32361","ENSMUSG00000092958.1","Mir5128"
"32362","ENSMUSG00000092961.1","Gm22239"
"32363","ENSMUSG00000092963.1","Gm22238"
"32364","ENSMUSG00000092965.1","Gm22242"
"32365","ENSMUSG00000092966.1","Gm22240"
"32366","ENSMUSG00000092972.1","Mir3078"
"32367","ENSMUSG00000092973.1","Gm25071"
"32368","ENSMUSG00000092974.2","Gm25072"
"32369","ENSMUSG00000092978.1","Gm25070"
"32370","ENSMUSG00000092979.1","Gm25069"
"32371","ENSMUSG00000092981.1","Mir5125"
"32372","ENSMUSG00000092985.1","Mir378b"
"32373","ENSMUSG00000092986.2","Gm25574"
"32374","ENSMUSG00000092988.1","Mir3093"
"32375","ENSMUSG00000092990.1","Mir466q"
"32376","ENSMUSG00000092994.1","Gm23918"
"32377","ENSMUSG00000092995.1","Mir16-1"
"32378","ENSMUSG00000092997.1","Gm23917"
"32379","ENSMUSG00000092998.1","Mir5099"
"32380","ENSMUSG00000092999.1","Gm23921"
"32381","ENSMUSG00000093000.1","Gm24155"
"32382","ENSMUSG00000093002.1","Gm24154"
"32383","ENSMUSG00000093003.1","Mir3473c"
"32384","ENSMUSG00000093004.1","Gm24158"
"32385","ENSMUSG00000093005.1","Gm24159"
"32386","ENSMUSG00000093006.2","Gm24157"
"32387","ENSMUSG00000093007.1","Mir15a"
"32388","ENSMUSG00000093009.1","Snord52"
"32389","ENSMUSG00000093010.1","Gm22460"
"32390","ENSMUSG00000093011.1","Mir100"
"32391","ENSMUSG00000093013.1","Gm22461"
"32392","ENSMUSG00000093014.1","Gm22464"
"32393","ENSMUSG00000093015.1","Gm22463"
"32394","ENSMUSG00000093017.1","Mir5108"
"32395","ENSMUSG00000093019.1","Gm22466"
"32396","ENSMUSG00000093021.1","Gm25303"
"32397","ENSMUSG00000093023.2","Gm27826"
